사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Mar-23,2호선,247,도림천,1,0,348,431,"1,153","1,097","3,663","4,694","3,908","5,980","2,181","1,929","2,096","1,681","1,640","1,262","2,266","2,098","1,698","1,731","2,341","1,957","2,613","1,859","3,325","2,110","3,146","2,388","3,631","3,369","1,795","2,934","1,132","1,832",877,"1,585",535,"1,276",206,971,33,307,0,5,0,0,0,0,2023-04-03 9:45
Mar-23,2호선,248,양천구청,12,1,"5,245","1,092","12,773","2,475","37,674","5,138","33,621","10,583","20,286","5,597","13,480","4,965","12,124","5,523","11,955","7,464","10,254","8,430","8,134","9,280","8,316","12,152","9,436","15,342","9,937","21,644","9,589","32,229","4,524","27,735","3,290","15,901","2,736","15,173","2,441","12,469",790,"9,434",161,"3,356",0,22,0,0,0,0,2023-04-03 9:45
Mar-23,2호선,249,신정네거리,75,0,"8,459",943,"19,937","2,784","55,358","5,205","49,867","12,323","28,268","9,013","18,813","8,084","17,230","9,324","17,121","11,043","15,520","12,498","12,963","13,332","12,334","18,575","13,463","23,830","13,443","32,544","12,771","51,651","7,864","39,878","5,817","22,829","4,882","20,545","3,796","18,745","1,653","12,429",289,"3,805",0,208,0,0,0,0,2023-04-03 9:45
Mar-23,2호선,250,용두(동대문구청),27,0,"1,213",64,"1,908","1,014","5,483","2,637","10,068","6,155","5,465","3,478","4,243","3,504","4,016","3,667","4,243","3,541","4,235","4,550","4,612","4,578","4,779","4,934","5,446","4,936","5,482","5,379","6,153","8,503","2,751","5,760","1,959","3,328","1,621","3,312",920,"2,453",436,"1,619",74,558,0,12,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,309,지축,6,0,"2,954",751,"10,081","6,335","30,535","6,219","29,195","9,207","15,474","5,563","10,582","4,326","8,839","5,500","9,147","6,313","8,808","6,830","7,840","7,468","9,498","9,237","11,933","12,209","11,354","16,528","8,397","27,422","5,954","21,125","4,603","14,193","3,702","11,914","2,789","11,084","1,367","6,183",186,"1,111",0,1,0,1,0,0,2023-04-03 9:45
Mar-23,3호선,310,구파발,87,3,"11,561","1,290","35,411","9,525","95,734","24,536","86,664","32,204","49,821","28,504","34,585","28,805","31,805","24,469","32,875","26,909","30,393","28,655","30,713","30,123","34,449","31,673","39,597","40,142","40,721","45,295","32,490","81,411","20,911","67,954","16,838","38,706","14,343","34,579","11,593","31,302","3,279","21,164",519,"9,103",3,340,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,311,연신내,259,10,"26,748","1,724","52,048","11,381","133,964","25,289","152,561","37,554","91,319","37,332","60,270","35,346","56,628","36,569","62,938","42,033","56,368","44,074","51,992","47,007","53,924","58,009","65,467","70,691","55,092","89,048","49,870","141,291","34,687","119,068","28,027","69,826","25,303","61,933","21,082","56,111","9,648","37,452","1,536","12,670",0,10,4,3,0,0,2023-04-03 9:45
Mar-23,3호선,312,불광,71,1,"9,619","1,113","21,492","4,821","56,678","12,075","67,012","34,457","39,370","32,600","27,903","27,162","26,188","25,413","27,316","27,383","27,949","30,120","27,475","30,090","30,426","32,812","31,983","37,107","31,413","43,824","32,793","66,270","18,583","52,219","14,443","30,611","12,326","27,166","8,436","24,526","3,694","14,901",511,"4,455",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,313,녹번,77,1,"10,098",929,"27,114","3,429","80,056","7,830","84,471","18,941","49,711","11,754","30,187","10,253","25,112","11,011","24,842","13,401","22,466","14,289","19,039","16,428","18,068","22,319","18,741","30,966","19,993","39,120","21,757","67,625","10,519","55,793","8,006","33,833","6,400","30,590","4,809","26,947","1,866","16,259",236,"4,630",0,0,1,2,0,0,2023-04-03 9:45
Mar-23,3호선,314,홍제,79,1,"10,196","1,452","25,597","6,287","72,949","11,894","76,359","28,040","49,714","22,771","34,164","21,169","32,018","19,588","33,427","21,462","30,302","23,022","27,726","25,528","28,091","32,105","31,106","39,054","30,653","46,966","29,696","68,509","16,380","57,585","13,347","33,422","10,690","31,385","7,902","27,607","3,248","17,116",435,"4,569",1,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,315,무악재,25,1,"1,996",119,"6,364","1,336","19,290","3,050","21,411","6,255","12,964","4,451","8,885","4,332","7,392","4,078","7,150","4,409","6,458","5,260","5,882","5,744","5,229","7,267","5,845","9,252","6,466","11,765","7,472","18,243","3,426","14,650","2,502","9,634","2,035","8,422","1,500","7,697",576,"5,131",106,"1,435",2,2,0,3,0,0,2023-04-03 9:45
Mar-23,3호선,316,독립문,168,3,"5,051",774,"6,052","5,441","16,811","16,598","19,690","21,130","15,441","19,189","13,282","20,263","13,632","14,509","15,279","13,579","15,040","15,211","15,987","14,103","19,328","13,553","20,318","14,783","18,727","15,054","18,120","17,969","8,608","14,645","6,467","9,368","5,278","8,088","3,994","8,057","1,186","5,024",147,"2,058",0,771,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,317,경복궁(정부서울청사),56,0,"2,702","1,722","6,466","14,615","15,350","47,097","21,559","140,731","21,090","99,891","19,725","68,326","25,307","62,945","33,123","55,804","42,589","53,889","53,662","45,039","67,992","37,650","81,561","33,937","97,802","33,790","124,741","36,026","53,119","23,119","41,213","12,908","39,882","11,117","27,244","10,975","10,006","5,861","1,012","1,657",1,48,1,0,0,0,2023-04-03 9:45
Mar-23,3호선,318,안국,17,0,"1,648","1,632","2,878","22,001","6,637","96,759","10,763","127,260","12,611","85,508","14,649","70,872","21,777","76,099","32,122","64,610","39,042","61,016","51,685","56,934","70,016","46,026","95,802","39,891","126,849","35,756","133,937","32,251","63,570","14,770","51,416","7,620","44,173","6,262","24,487","5,455","7,324","3,227",774,964,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,319,종로3가,16,1,770,908,"1,265","6,049","1,685","16,696","3,098","48,566","4,382","45,826","6,813","36,013","9,711","29,118","11,465","26,620","13,378","24,647","16,112","23,413","20,860","20,821","24,061","19,735","35,308","19,318","57,719","20,084","33,117","11,610","19,708","5,915","21,612","4,332","17,454","3,305","7,801","2,242",676,841,1,9,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,320,을지로3가,21,2,621,"1,059","1,226","8,950","2,775","36,425","5,758","88,121","8,700","34,764","10,067","17,499","11,341","14,881","11,421","14,177","13,108","14,883","15,833","12,864","17,524","13,466","21,423","14,386","45,078","17,281","74,340","21,191","29,338","11,980","20,476","6,131","20,604","4,602","16,271","3,659","8,622","2,345","1,166",645,3,5,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,321,충무로,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,2,0,1,0,2,0,2,0,2,0,1,0,4,0,8,0,3,0,6,0,2,0,5,0,2,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,322,동대입구,11,1,"1,755","1,053","2,734","9,552","6,364","17,231","8,649","65,474","7,836","42,662","8,378","35,728","10,803","29,916","11,721","22,053","15,921","24,295","21,110","19,001","22,494","15,878","30,320","14,568","41,205","19,424","52,956","24,552","22,546","10,584","21,710","6,145","22,880","5,681","14,120","4,537","3,988","3,031",433,956,1,51,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,323,약수,84,2,"6,894","1,067","11,069","6,296","28,860","18,113","41,131","34,804","30,251","22,149","20,586","15,857","19,402","15,644","20,951","15,632","21,111","16,639","20,625","18,458","22,089","20,705","24,473","25,969","27,679","30,890","34,848","45,746","20,405","30,216","16,043","19,582","16,493","17,915","11,965","17,033","5,417","9,629",883,"3,505",3,479,1,0,0,0,2023-04-03 9:45
Mar-23,3호선,324,금호,33,3,"4,736",503,"10,701","2,437","29,563","4,284","40,254","8,811","25,744","6,749","16,507","6,605","13,590","6,994","13,334","8,361","12,572","10,413","10,687","11,150","10,640","13,887","11,754","17,559","12,137","22,378","12,248","32,519","8,159","23,180","6,063","16,157","4,447","14,003","3,779","13,670","1,580","7,046",280,"1,972",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,325,옥수,223,0,"2,904",959,"9,709","4,760","26,139","9,377","33,556","14,710","23,861","10,947","16,732","9,287","15,022","10,935","15,037","11,793","15,147","13,250","14,791","14,893","15,204","17,489","17,353","20,503","18,782","26,274","18,662","35,690","12,107","25,906","9,748","17,502","8,512","15,548","5,550","15,588","2,440","7,770",339,"2,124",0,2,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,326,압구정,58,3,"3,011","2,295","8,466","24,258","17,415","51,215","27,669","160,173","23,325","161,987","28,066","86,359","34,286","68,180","40,742","53,418","44,936","57,774","54,915","54,913","64,498","50,529","75,597","51,579","100,498","61,741","147,834","66,666","100,699","37,311","77,325","18,555","58,097","14,695","42,447","12,712","13,582","7,071","2,022","2,371",1,244,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,327,신사,75,12,"3,977","1,969","6,596","19,255","12,437","46,696","18,771","107,473","16,177","142,076","20,142","72,532","25,386","51,065","31,037","49,185","35,862","52,172","43,869","48,531","52,215","45,968","62,240","48,359","92,038","58,613","134,552","73,206","96,780","39,073","65,878","19,042","69,450","14,720","59,800","12,094","26,191","8,222","3,706","3,609",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,328,잠원,0,0,"1,184","1,012","5,009","8,124","13,647","6,939","19,172","9,674","12,324","6,712","8,688","4,939","8,601","5,297","8,207","5,569","7,830","7,031","7,581","7,094","8,445","8,164","12,991","9,440","12,654","11,926","9,893","15,157","6,070","11,018","4,364","6,997","4,211","7,207","2,672","8,683",966,"4,316",129,"1,358",0,3,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,329,고속터미널,92,6,"4,853","3,852","7,065","34,531","28,216","50,783","48,451","76,495","53,852","95,140","56,774","96,991","68,814","105,594","80,555","97,283","89,337","97,376","100,617","102,929","114,623","109,012","128,405","107,103","144,896","114,268","140,707","121,145","121,317","77,512","131,175","46,625","81,081","35,565","51,699","26,379","18,971","12,485","2,034","2,279",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,330,교대(법원.검찰청),80,5,"1,757",654,"4,170","7,850","10,082","22,743","14,732","53,446","12,727","39,718","13,233","19,993","16,368","13,368","18,318","13,182","23,272","13,111","28,066","11,769","28,795","11,732","32,027","12,433","49,909","18,770","71,513","23,657","33,511","11,985","30,247","6,538","30,581","5,359","27,802","4,872","9,059","2,668","1,378",835,0,1,0,1,0,0,2023-04-03 9:45
Mar-23,3호선,331,남부터미널(예술의전당),25,2,"2,840","1,395","9,847","26,694","33,403","67,126","48,035","166,573","39,130","91,102","36,524","52,727","39,754","39,896","40,267","42,702","43,547","49,876","47,232","48,256","49,770","49,621","66,865","51,765","109,032","59,511","144,021","72,620","68,915","45,553","48,534","26,658","45,101","19,951","40,437","16,749","11,740","10,046",973,"2,778",0,2,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,332,양재(서초구청),84,14,"5,066","2,814","14,419","45,531","38,053","114,569","48,946","253,997","35,328","127,540","32,723","61,573","35,351","50,433","39,223","44,505","44,975","49,839","50,759","43,376","60,279","43,969","77,823","48,589","131,744","68,983","208,280","82,482","92,995","54,771","69,736","34,704","63,248","30,849","42,467","27,622","14,650","14,887","1,614","4,334",0,2,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,333,매봉,5,2,"1,721",757,"7,157","9,072","19,338","24,629","23,638","78,573","16,623","36,309","14,078","16,428","13,737","14,767","14,013","14,065","14,778","13,892","17,487","13,137","20,140","13,919","22,778","15,599","40,540","21,176","66,623","26,326","23,200","17,998","16,844","10,798","18,483","9,487","10,962","9,313","3,318","4,865",374,"1,736",0,51,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,334,도곡,42,2,745,374,"3,135","5,761","10,421","15,798","13,041","21,600","8,369","17,506","6,621","8,349","6,722","8,326","6,677","7,391","7,322","8,043","8,191","7,653","10,192","7,902","14,413","8,532","18,511","10,317","19,111","11,062","9,988","9,556","7,121","5,466","5,846","4,831","4,489","4,871","1,206","2,984",168,"2,066",2,306,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,335,대치,9,0,"2,825",690,"13,264","8,566","30,466","20,606","30,802","28,262","19,530","18,442","15,872","14,142","14,783","13,648","16,293","16,665","16,588","20,970","15,846","19,344","18,643","22,174","20,255","33,038","30,450","35,792","29,778","33,534","19,361","27,769","13,827","14,537","17,813","14,245","39,217","12,709","3,966","7,566",544,"2,687",0,2,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,336,학여울,5,0,549,253,"1,869","1,677","4,940","3,738","5,614","9,962","3,699","9,885","3,015","8,783","4,240","6,913","6,009","6,928","6,652","7,768","7,160","6,991","8,441","5,817","9,737","4,740","11,155","4,547","10,087","4,922","3,102","4,119","2,249","2,639","1,936","2,349","1,251","2,128",284,"1,285",53,496,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,337,대청,66,0,"3,732","1,152","11,453","6,988","32,593","20,933","37,830","29,700","21,460","12,962","16,617","9,139","14,616","8,748","14,745","9,927","14,865","11,763","13,777","12,491","17,948","15,281","25,223","17,388","26,326","22,493","28,592","29,989","12,681","25,833","9,017","17,002","7,490","15,538","5,325","17,406","1,785","8,976",215,"2,847",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,338,일원,5,1,"2,191","1,810","9,646","11,871","27,672","36,745","26,353","26,759","19,576","20,717","18,885","17,619","19,280","13,233","19,242","15,086","16,836","17,233","18,682","16,619","23,937","15,546","33,813","15,073","39,601","17,552","20,285","22,918","12,241","19,507","7,628","12,446","5,345","12,077","4,042","13,122","1,580","5,680",152,"1,938",0,15,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,339,수서,238,3,"4,906","2,362","12,851","19,044","38,146","39,804","49,843","58,389","33,509","36,890","33,563","25,735","27,843","20,954","33,846","26,800","30,657","24,409","24,219","25,684","36,926","30,284","43,374","34,661","48,179","41,433","56,434","54,604","25,374","42,048","25,857","28,591","17,088","25,342","17,736","24,135","6,744","9,543",658,"3,608",2,264,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,340,가락시장,46,8,"3,058",485,"7,682","6,151","22,601","13,237","23,757","30,629","17,614","16,221","15,386","11,582","14,643","11,692","14,430","12,268","14,946","12,918","14,250","13,524","15,623","15,704","17,196","17,610","23,242","20,267","31,582","27,062","13,048","19,525","9,958","12,577","8,935","10,750","6,238","10,561","2,441","5,871",374,"1,963",2,42,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,341,경찰병원,18,0,"2,955",325,"8,218","3,159","25,304","8,896","28,721","30,466","16,759","15,259","12,435","9,338","10,997","7,312","9,930","7,971","10,472","9,895","9,968","9,152","10,698","9,765","10,889","11,067","16,126","16,494","21,666","24,155","7,810","18,562","6,369","11,005","5,396","10,138","3,552","9,614","1,200","5,952",162,"1,642",1,0,0,0,0,0,2023-04-03 9:45
Mar-23,3호선,342,오금,40,0,"4,077",9,"9,306","2,796","30,574","6,962","32,817","14,534","16,900","5,850","10,243","4,910","8,570","4,717","8,762","5,893","8,508","6,628","7,203","6,695","7,264","9,196","8,775","11,005","12,021","15,584","12,504","22,877","5,231","16,967","3,784","11,209","3,129","10,225","2,861","12,034",815,"6,534",97,"2,337",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,409,당고개,74,1,"8,736",59,"16,679","4,681","44,327","5,533","39,687","11,131","23,896","10,812","17,560","9,955","15,632","9,697","15,624","10,201","14,962","10,616","14,046","11,502","12,794","14,308","14,135","17,784","13,896","21,215","13,312","27,873","8,063","27,525","5,586","17,663","4,619","16,001","3,005","14,813","1,315","10,464",306,"3,990",0,429,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,410,상계,41,2,"14,520",306,"39,666","7,930","94,543","20,890","81,098","22,030","47,888","17,895","33,744","16,516","30,470","17,107","32,360","21,117","28,611","21,599","25,096","24,023","25,254","28,761","30,100","36,995","28,173","50,243","25,543","69,667","16,946","65,195","12,891","38,858","11,898","34,820","12,044","32,545","3,688","22,163",520,"6,081",5,604,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,411,노원,256,3,"12,586",634,"24,931","8,208","56,428","15,414","59,660","32,905","36,047","33,511","28,781","25,448","27,811","24,293","31,571","27,372","29,761","32,321","29,251","31,454","30,551","36,865","34,383","45,494","35,802","62,016","36,080","89,345","26,486","71,763","27,228","40,273","27,274","35,293","24,500","30,604","11,775","20,809","2,273","7,153",3,847,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,412,창동,"2,170",45,"16,932","2,950","41,340","13,891","94,146","20,836","86,395","39,755","54,679","31,949","43,826","29,744","42,340","29,176","43,134","36,006","40,273","41,439","38,004","45,430","40,906","51,349","48,741","58,796","48,199","71,632","50,578","97,531","28,340","83,476","21,598","50,142","18,763","44,073","15,650","41,604","7,369","25,044","1,382","9,306",1,92,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,413,쌍문,227,20,"24,630","1,223","55,718","9,487","137,926","15,529","137,134","28,882","84,117","22,111","56,733","21,045","49,524","22,298","48,971","26,995","43,270","29,542","36,882","32,172","34,837","44,495","38,310","57,730","39,191","74,256","35,786","115,424","23,581","104,777","17,237","64,994","13,971","57,793","10,848","55,093","5,279","35,209",727,"10,677",1,7,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,414,수유(강북구청),112,7,"23,150","3,167","50,776","11,734","124,584","21,850","132,440","60,020","84,405","42,009","59,447","33,287","56,348","35,219","57,463","37,054","54,063","42,318","50,792","46,008","50,848","56,314","56,279","74,716","60,180","90,838","68,309","138,420","40,741","119,777","30,767","73,754","27,568","66,861","22,287","62,527","12,670","41,202","2,128","10,365",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,415,미아(서울사이버대학),71,5,"11,834","2,073","21,733","6,770","50,130","19,693","55,278","41,361","35,618","20,658","26,076","16,642","25,564","21,472","27,109","18,203","25,895","19,496","25,422","23,228","26,201","27,022","31,200","31,681","31,160","36,977","31,529","50,660","18,276","41,430","12,368","25,651","10,048","23,434","10,072","20,640","3,056","14,037",420,"4,000",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,416,미아사거리,68,3,"16,437","2,472","39,566","8,471","101,739","20,577","106,101","33,953","66,842","31,612","45,778","28,853","42,593","30,237","42,591","33,998","42,230","35,297","40,572","40,093","43,447","50,344","49,814","61,116","44,916","74,773","45,472","109,365","33,452","87,059","31,331","51,530","19,043","46,054","14,792","41,314","6,852","23,549","1,149","6,201",0,0,0,1,0,0,2023-04-03 9:45
Mar-23,4호선,417,길음,16,1,"10,845","2,082","35,248","8,447","97,174","15,911","93,492","40,953","54,135","31,995","36,622","25,868","32,400","29,271","34,416","26,499","33,186","30,349","30,561","31,884","34,000","33,816","39,787","45,180","43,355","59,137","40,674","85,849","21,512","69,173","16,844","43,067","13,559","40,253","14,609","38,748","5,337","22,953",746,"6,940",1,0,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,418,성신여대입구(돈암),22,5,"6,294","1,837","19,642","7,702","51,024","18,120","56,351","50,521","39,311","29,679","30,100","25,035","32,108","37,813","35,571","28,203","35,713","30,989","38,323","35,683","41,479","34,354","46,237","42,640","54,321","55,706","55,630","74,047","34,587","57,811","31,486","36,479","34,366","33,939","30,657","31,266","14,397","20,688","2,522","7,021",0,3,0,0,0,0,2023-04-03 9:45
Mar-23,4호선,419,한성대입구(삼선교),37,3,"6,518","1,099","13,377","7,329","33,369","20,409","39,270","37,451","27,854","27,186","20,991","23,560","20,923","21,842","23,971","22,538","25,093","24,398","24,588","23,257","28,068","23,140","38,075","27,489","37,660","34,742","36,498","40,234","24,004","32,023","20,827","20,806","18,194","19,241","14,311","19,475","5,906","12,089",949,"5,816",3,"1,836",0,0,0,0,2023-04-03 9:45
Mar-23,4호선,420,혜화,19,3,"3,764","2,298","8,136","23,734","18,387","54,177","22,897","132,304","27,372","88,815","33,558","71,460","38,458","72,236","43,366","78,830","46,487","96,591","58,814","84,658","84,838","65,692","98,961","65,453","115,578","80,041","131,798","88,115","77,841","61,645","81,707","23,513","110,349","21,342","97,148","18,353","36,966","11,820","4,905","3,876",1,402,0,1,0,0,2023-04-03 9:45
Mar-23,4호선,421,동대문,281,5,"4,964","2,533","3,140","14,391","5,473","36,512","8,034","75,574","13,466","68,693","19,819","61,917","26,754","58,237","34,002","49,133","40,333","46,691","50,424","44,398","60,225","37,425","70,427","28,248","89,748","23,133","67,500","20,178","38,502","20,808","26,977","15,458","29,302","10,624","17,622","7,698","8,023","6,519","1,174","1,460",1,124,0,2,0,0,2023-04-03 9:45
Mar-23,4호선,422,동대문역사문화공원(DDP),302,6,"6,224","1,592","4,828","13,743","8,782","29,080","13,751","70,432","16,484","39,483","18,923","30,505","20,503","29,067","22,678","26,711","24,889","27,898","30,815","27,531","38,083","24,438","45,341","23,204","64,203","25,511","84,440","28,135","47,027","28,389","35,589","18,510","34,607","16,225","25,633","13,701","13,681","8,709","2,459","3,033",2,112,0,0,0,0,2023-04-03 9:45
